SPEC,LONG,LAT
Trufum,-80.14271,27.075443
Trufum,-78.98631,36.3942
Trufum,-78.40644,36.325333
Trufum,-78.30165,36.08919
Trufum,-78.655526,36.009085
Trufum,-78.945739,36.003754
Trufum,-78.941551,36.004155
Trufum,-78.927086,36.086945
Trufum,-78.86897,36.034588
Trufum,-78.57032,36.44824
Trufum,-78.92643,36.21844
Trufum,-81.11508,28.73967
Trufum,-75.54081,38.066883
Trufum,-94.08378,33.42992
Trufum,-94.7754,33.8453
Trufum,-94.968735,33.15713
Trufum,-94.650406,33.8436
Trufum,-94.931776,33.919209
Trufum,-94.16439,33.11373
Trufum,-94.16848,33.11679
Trufum,-94.616554,33.506874
Trufum,-83.363663,31.400367
Trufum,-83.3599,31.40026
Trufum,-83.254242,31.594762
Trufum,-83.59141,31.65219
Trufum,-83.84504,31.532549
Trufum,-83.45544,31.948334
Trufum,-83.77761,31.1688
Trufum,-85.011513,35.255051
Trufum,-82.117534,35.962664
Trufum,-82.477627,35.363356
Trufum,-82.37089,35.544368
Trufum,-82.60374,35.31978
Trufum,-78.541444,35.769874
Trufum,-78.705996,35.688424
Trufum,-83.8844,32.549656
Trufum,-83.47448,32.281487
Trufum,-83.333538,32.681015
Trufum,-83.81991,32.80704
Trufum,-83.5002,32.7504
Trufum,-83.63816,32.59384
Trufum,-83.740242,32.87405
Trufum,-83.6324,32.84074
Trufum,-83.59601,32.54375
Trufum,-83.620865,32.55543
Trufum,-86.49834,31.29555
Trufum,-90.094221,30.004747
Trufum,-90.094205,30.004747
Trufum,-90.492025,30.097534
Trufum,-90.099167,30.394167
Trufum,-86.16634,31.07488
Trufum,-90.936229,30.544349
Trufum,-90.243174,30.611031
Trufum,-90.75339,30.2696
Trufum,-90.47603,30.51731
Trufum,-90.9532,30.57579
Trufum,-96.89044,36.21
Trufum,-96.015495,36.059357
Trufum,-96.1242,36.13858
Trufum,-96.24002,33.66875
Trufum,-96.72642,33.05708
Trufum,-72.9306,41.3931
Trufum,-87.86953,30.50134
Trufum,-87.16107,30.59939
Trufum,-87.30576,30.38489
Trufum,-87.828929,30.577489
Trufum,-87.623005,30.270336
Trufum,-87.216873,30.421301
Trufum,-87.03967,30.63239
Trufum,-87.45838,30.900537
Trufum,-87.46365,30.387
Trufum,-77.4872,38.2991
Trufum,-76.489563,38.955204
Trufum,-76.936897,38.980709
Trufum,-82.710175,28.243013
Trufum,-95.27823,30.0005
Trufum,-87.61335,41.867535
Trufum,-74.85674,40.51248
Trufum,-83.0189,39.9961
Trufum,-97.41884,35.19954
Trufum,-97.434075,35.182034
Trufum,-97.612924,35.562343
Trufum,-97.402821,35.185754
Trufum,-97.463009,35.436345
Trufum,-97.453872,35.645675
Trufum,-97.440314,35.185897
Trufum,-97.51512,35.46988
Trufum,-97.461101,35.216398
Trufum,-97.466455,35.216734
Trufum,-82.312668,34.86742
Trufum,-81.313759,28.65974
Trufum,-84.230526,30.474818
Trufum,-85.76155,32.826466
Trufum,-81.902089,41.102181
Trufum,-96.74414,32.96729
Trufum,-89.4021,35.1703
Trufum,-75.462964,41.053422
Trufum,-82.0271,33.373425
Trufum,-80.861971,34.836842
Trufum,-84.14462,34.0029
Trufum,-84.40536,34.463116
Trufum,-87.71726,30.272303
Trufum,-78.98728,33.62853
Trufum,-82.433334,42.966667
Trufum,-82.800195,42.572126
Trufum,-94.938194,32.526093
Trufum,-84.87851,29.73661
Trufum,-84.58243,33.81871
Trufum,-84.369707,33.790405
Trufum,-76.701672,37.362651
Trufum,-84.125748,33.728924
Trufum,-84.33674,33.87109
Trufum,-84.60127,33.92511
Trufum,-74.384147,39.677234
Trufum,-74.993564,39.202274
Trufum,-74.507399,39.960189
Trufum,-74.36331,39.58286
Trufum,-74.49984,39.42009
Trufum,-74.754204,39.290031
Trufum,-74.8213,39.1138
Trufum,-74.71434,39.88144
Trufum,-80.709092,35.370655
Trufum,-80.797491,35.183262
Trufum,-80.62521,35.48473
Trufum,-89.481583,41.848593
Trufum,-89.146714,41.561269
Trufum,-98.384285,47.911099
Trufum,-96.6531,32.9621
Trufum,-91.187149,29.723055
Trufum,-81.0552,28.4618
Trufum,-81.72446,28.04467
Trufum,-91.42833,29.759443
Trufum,-92.65461,35.9406
Trufum,-82.787323,27.9095
Trufum,-85.386679,42.398777
Trufum,-85.48892,42.95423
Trufum,-82.523903,35.545193
Trufum,-82.83736,35.53291
Trufum,-82.170891,29.785815
Trufum,-88.945326,30.601003
Trufum,-78.732033,35.871485
Trufum,-78.638885,35.771942
Trufum,-92.2916,39.0216
Trufum,-76.617612,39.286024
Trufum,-76.07783,39.627842
Trufum,-76.80897,39.4641
Trufum,-76.94039,36.674896
Trufum,-88.232565,34.221832
Trufum,-88.68823,34.374897
Trufum,-88.862118,34.432527
Trufum,-88.51349,34.93765
Trufum,-88.662093,34.44173
Trufum,-88.68175,34.3765
Trufum,-88.2383,34.64512
Trufum,-86.74279,33.818199
Trufum,-88.87286,34.4018
Trufum,-88.426987,34.861038
Trufum,-79.0845,36.0853
Trufum,-96.816202,33.155448
Trufum,-96.640558,33.019855
Trufum,-83.045301,34.770462
Trufum,-91.70293,30.606916
Trufum,-79.942223,35.900002
Trufum,-87.33472,35.24228
Trufum,-87.83943,35.61727
Trufum,-87.12676,35.969337
Trufum,-87.46185,35.77595
Trufum,-87.2391,35.8393
Trufum,-86.72065,36.077423
Trufum,-76.413331,38.399592
Trufum,-82.634283,28.505923
Trufum,-87.607148,41.40226
Trufum,-87.86114,41.12003
Trufum,-97.33141,35.0153
Trufum,-77.547706,37.672564
Trufum,-77.25713,37.412585
Trufum,-77.469627,37.638208
Trufum,-77.0565,37.4432
Trufum,-81.7494,28.578398
Trufum,-82.458431,27.950366
Trufum,-73.126094,44.340935
Trufum,-73.099194,44.445443
Trufum,-73.33973,44.69367
Trufum,-73.271278,44.278458
Trufum,-73.059597,44.243201
Trufum,-73.194516,44.427189
Trufum,-73.267795,44.512692
Trufum,-73.971579,44.251932
Trufum,-73.087625,44.936904
Trufum,-73.095146,44.938362
Trufum,-89.376152,30.2869
Trufum,-81.514438,41.076771
Trufum,-81.412183,41.331999
Trufum,-88.657055,30.451503
Trufum,-97.074037,36.123673
Trufum,-97.058368,36.115607
Trufum,-97.0736,36.1122
Trufum,-97.04335,36.7256
Trufum,-84.24466,34.871193
Trufum,-76.700928,37.270822
Trufum,-84.00827,33.85444
Trufum,-82.350876,28.87587
Trufum,-82.41148,28.06046
Trufum,-80.615819,35.343359
Trufum,-80.115877,35.407086
Trufum,-89.632873,34.154388
Trufum,-80.04207,33.22251
Trufum,-84.164641,43.313298
Trufum,-90.9354,30.31157
Trufum,-81.94934,33.51677
Trufum,-88.216321,40.092138
Trufum,-88.99361,40.48417
Trufum,-88.95906,40.34011
Trufum,-88.99056,40.51417
Trufum,-88.20722,40.11056
Trufum,-88.1798,40.1273
Trufum,-85.19169,35.145687
Trufum,-78.770107,35.831406
Trufum,-76.59804,39.572815
Trufum,-89.875109,31.596739
Trufum,-89.34333,31.312281
Trufum,-89.45459,31.00542
Trufum,-89.26006,31.34657
Trufum,-86.797394,33.460369
Trufum,-86.69117,33.63589
Trufum,-86.836655,33.80264
Trufum,-79.36616,34.88796
Trufum,-79.00865,34.61826
Trufum,-77.414459,36.144137
Trufum,-77.66877,36.179092
Trufum,-77.99082,36.57875
Trufum,-77.12469,36.62455
Trufum,-77.021878,36.80538
Trufum,-96.691567,33.109669
Trufum,-83.920708,35.960678
Trufum,-83.75457,35.04024
Trufum,-102.391638,43.905453
Trufum,-102.393608,43.910261
Trufum,-95.93811,33.596033
Trufum,-95.580397,33.790664
Trufum,-95.08151,33.05571
Trufum,-95.090481,33.055191
Trufum,-95.71331,33.773636
Trufum,-95.50634,33.8704
Trufum,-83.54519,34.5651
Trufum,-95.05231,33.609856
Trufum,-95.6001,33.130512
Trufum,-84.901575,31.551782
Trufum,-94.93451,29.219313
Trufum,-87.817686,41.831195
Trufum,-87.622959,41.886963
Trufum,-82.60128,37.1237
Trufum,-82.630942,37.198352
Trufum,-82.83158,37.4798
Trufum,-82.45793,37.15048
Trufum,-83.8833,39.8
Trufum,-93.99631,32.21557
Trufum,-93.80299,32.39671
Trufum,-82.811516,32.938614
Trufum,-82.90377,32.54047
Trufum,-77.524674,37.629423
Trufum,-82.744135,32.876721
Trufum,-82.810135,32.98331
Trufum,-82.51425,32.038028
Trufum,-82.8678,32.55018
Trufum,-82.87176,32.54827
Trufum,-82.81016,32.98155
Trufum,-82.0613,32.399204
Trufum,-81.01708,35.512753
Trufum,-89.48086,30.31782
Trufum,-89.15284,30.3505
Trufum,-89.13535,30.85829
Trufum,-89.09456,30.4631
Trufum,-89.9054,30.3351
Trufum,-89.519417,30.80537
Trufum,-89.13815,30.78209
Trufum,-89.178831,30.600218
Trufum,-89.024027,30.398506
Trufum,-89.488439,30.215425
Trufum,-84.254532,30.519238
Trufum,-84.32175,30.427053
Trufum,-95.980818,36.747311
Trufum,-95.923945,36.22334
Trufum,-95.893434,36.2212
Trufum,-95.744471,36.260332
Trufum,-95.90308,36.223447
Trufum,-95.99277,36.15399
Trufum,-95.619293,36.987715
Trufum,-95.905624,36.148205
Trufum,-95.88403,36.095486
Trufum,-95.71732,36.0559
Trufum,-85.935966,32.921478
Trufum,-89.0788,30.7653
Trufum,-81.454638,41.215785
Trufum,-85.88557,33.774
Trufum,-96.893971,32.91761
Trufum,-88.1389,30.6985
Trufum,-96.01524,32.731857
Trufum,-88.0231,30.2285
Trufum,-96.13279,32.913975
Trufum,-82.873,30.025892
Trufum,-82.61527,30.166725
Trufum,-82.07173,30.04414
Trufum,-80.896343,34.161995
Trufum,-80.89634,34.161909
Trufum,-84.482222,34.694722
Trufum,-84.6055,34.3124
Trufum,-87.57721,33.22902
Trufum,-87.577225,33.22889
Trufum,-84.28302,33.38701
Trufum,-84.238866,33.782295
Trufum,-84.306465,33.77179
Trufum,-84.683838,33.859501
Trufum,-84.64317,33.77974
Trufum,-80.81906,35.575706
Trufum,-95.4129,29.7524
Trufum,-77.32107,34.725292
Trufum,-82.47768,35.363022
Trufum,-82.480911,29.80373
Trufum,-88.53442,30.4116
Trufum,-78.570351,35.770091
Trufum,-78.77902,35.75921
Trufum,-79.815164,39.037503
Trufum,-79.400002,39.083332
Trufum,-79.941394,39.632774
Trufum,-76.35525,39.43243
Trufum,-76.132103,39.207199
Trufum,-77.128769,39.054428
Trufum,-77.1353,39.1362
Trufum,-95.50669,32.044815
Trufum,-90.108361,41.9284
Trufum,-83.23138,33.0862
Trufum,-79.76258,34.19546
Trufum,-83.39429,34.73069
Trufum,-78.153973,38.871231
Trufum,-78.431902,38.517608
Trufum,-78.495417,38.668253
Trufum,-79.96105,35.927998
Trufum,-78.463302,38.047367
Trufum,-78.641228,38.116261
Trufum,-78.445555,38.982712
Trufum,-78.479017,38.072787
Trufum,-78.649304,38.804916
Trufum,-77.047076,38.769577
Trufum,-77.34111,38.968712
Trufum,-76.716392,38.419628
Trufum,-74.72758,39.46039
Trufum,-82.93906,32.06117
Trufum,-77.2504,37.5091
Trufum,-89.825527,39.650062
Trufum,-89.759827,39.760883
Trufum,-89.484116,39.15497
Trufum,-81.2187,35.70653
Trufum,-81.753134,35.383797
Trufum,-90.18431,30.604239
Trufum,-87.67722,34.79972
Trufum,-87.791971,34.89561
Trufum,-87.29189,34.493862
Trufum,-87.53753,34.86289
Trufum,-85.87778,34.77758
Trufum,-87.684204,34.757664
Trufum,-77.23343,35.576366
Trufum,-77.59032,35.275433
Trufum,-92.27301,34.74059
Trufum,-92.69508,34.883865
Trufum,-84.95014,38.012253
Trufum,-84.356737,38.329308
Trufum,-84.2272,38.557
Trufum,-85.505165,33.327187
Trufum,-84.49321,38.098343
Trufum,-84.716866,38.0483
Trufum,-84.45308,38.06039
Trufum,-84.2951,38.389442
Trufum,-88.011269,30.230862
Trufum,-89.821579,35.142428
Trufum,-89.990762,35.145119
Trufum,-89.9764,35.148
Trufum,-88.013381,35.688398
Trufum,-88.998878,35.956303
Trufum,-88.82399,35.68323
Trufum,-88.76678,35.92401
Trufum,-88.105896,35.54626
Trufum,-88.90964,35.83934
Trufum,-86.42118,35.89021
Trufum,-88.38821,35.232002
Trufum,-88.39993,35.657536
Trufum,-92.152785,46.771666
Trufum,-78.6792,33.82189
Trufum,-78.575814,38.266031
Trufum,-88.6572,37.06654
Trufum,-83.405689,41.006401
Trufum,-76.765708,37.242534
Trufum,-84.7421,33.75792
Trufum,-84.38803,33.74901
Trufum,-84.66053,33.79401
Trufum,-84.79964,33.38072
Trufum,-80.673246,28.152589
Trufum,-80.68721,28.22379
Trufum,-80.588676,28.0345
Trufum,-80.807579,28.612169
Trufum,-80.84478,28.66527
Trufum,-80.65725,28.14521
Trufum,-80.69327,28.139063
Trufum,-80.859688,28.690559
Trufum,-80.579511,35.408752
Trufum,-81.25227,32.11729
Trufum,-84.209056,30.876783
Trufum,-85.81418,35.96066
Trufum,-82.494116,35.427412
Trufum,-82.73425,35.23341
Trufum,-76.425438,36.796768
Trufum,-76.87688,36.91377
Trufum,-77.255042,39.790488
Trufum,-83.42377,33.950237
Trufum,-83.42036,33.993206
Trufum,-96.848253,33.002838
Trufum,-96.701696,33.083787
Trufum,-96.667361,33.037925
Trufum,-83.92491,35.17509
Trufum,-83.08267,34.3729
Trufum,-79.71755,35.91294
Trufum,-79.470894,35.187176
Trufum,-87.73439,40.179707
Trufum,-86.79118,36.0001
Trufum,-84.47526,37.96408
Trufum,-82.386555,28.850959
Trufum,-82.405393,28.064119
Trufum,-82.76372,28.07809
Trufum,-87.8194,41.8949
Trufum,-74.201529,40.432114
Trufum,-77.52422,37.84573
Trufum,-77.41341,37.213993
Trufum,-81.02444,35.09852
Trufum,-81.21613,35.24827
Trufum,-82.957825,34.68613
Trufum,-90.10729,31.55377
Trufum,-90.39526,31.7012
Trufum,-90.448441,31.18499
Trufum,-90.448997,31.18548
Trufum,-90.984009,31.96096
Trufum,-90.44241,31.581379
Trufum,-90.38812,31.864525
Trufum,-77.58529,35.59546
Trufum,-92.8635,34.3174
Trufum,-84.57551,30.90379
Trufum,-84.280701,30.438299
Trufum,-96.674385,33.027605
Trufum,-96.609,33.62
Trufum,-96.673882,33.027504
Trufum,-96.641527,33.093573
Trufum,-105.072685,40.992317
Trufum,-105.064849,40.175602
Trufum,-105.062352,40.611362
Trufum,-81.42248,31.379417
Trufum,-81.03586,31.942001
Trufum,-81.6245,31.9222
Trufum,-80.896336,34.161904
Trufum,-80.896337,34.161995
Trufum,-81.18235,31.981537
Trufum,-80.74339,34.92455
Trufum,-81.88544,31.61261
Trufum,-84.4584,34.1165
Trufum,-83.683334,37.816666
Trufum,-83.388715,37.539372
Trufum,-81.78313,32.44878
Trufum,-81.39432,32.31792
Trufum,-81.76093,32.26379
Trufum,-81.099831,32.083511
Trufum,-81.107,32.0801
Trufum,-81.084153,32.079853
Trufum,-81.047446,32.041612
Trufum,-81.090033,32.075248
Trufum,-81.24543,32.60628
Trufum,-81.13037,32.039818
Trufum,-92.18543,30.2358
Trufum,-92.04902,30.3171
Trufum,-92.06842,30.4113
Trufum,-92.102356,30.247356
Trufum,-80.82978,27.24392
Trufum,-80.363794,27.270526
Trufum,-80.33382,27.392323
Trufum,-84.14302,33.8901
Trufum,-84.37271,33.8812
Trufum,-76.97889,37.51765
Trufum,-94.27331,36.48148
Trufum,-94.13326,36.30996
Trufum,-94.018,36.302637
Trufum,-94.236038,36.450454
Trufum,-73.276577,44.536042
Trufum,-94.15567,36.065475
Trufum,-82.1541,28.0869
Trufum,-78.02031,33.92157
Trufum,-78.22086,33.986965
Trufum,-78.88665,33.68907
Trufum,-78.51194,33.884502
Trufum,-78.944275,33.65532
Trufum,-78.4597,33.9208
Trufum,-78.121452,33.91803
Trufum,-78.30883,33.975922
Trufum,-78.56833,33.89077
Trufum,-81.3801,30.22744
Trufum,-81.815735,30.22578
Trufum,-81.63076,30.292822
Trufum,-81.72263,30.96383
Trufum,-81.66747,30.900835
Trufum,-81.468216,30.31357
Trufum,-81.391641,30.267815
Trufum,-81.44498,30.699444
Trufum,-81.441632,30.696646
Trufum,-80.841721,33.920528
Trufum,-81.29869,28.94886
Trufum,-93.167667,45.39616
Trufum,-82.436247,35.606139
Trufum,-82.63935,35.70653
Trufum,-88.945286,30.601414
Trufum,-78.63333,35.78333
Trufum,-76.913213,39.155666
Trufum,-76.17826,36.52455
Trufum,-84.24519,32.968025
Trufum,-76.267166,36.85918
Trufum,-77.41691,39.14591
Trufum,-87.332817,30.631517
Trufum,-83.376388,33.330761
Trufum,-96.0882,33.0713
Trufum,-83.47303,35.4044
Trufum,-91.128105,30.399608
Trufum,-91.13071,30.79128
Trufum,-76.973525,38.911883
Trufum,-76.62398,38.868706
Trufum,-87.627,41.726
Trufum,-84.06414,42.016739
Trufum,-74.78106,40.317264
Trufum,-74.649782,40.663126
Trufum,-74.27649,40.9254
Trufum,-97.466009,35.212692
Trufum,-97.440626,35.186112
Trufum,-77.470887,37.620163
Trufum,-80.133331,39.483334
Trufum,-95.449496,29.762674
Trufum,-82.25754,34.96664
Trufum,-81.30479,28.54587
Trufum,-77.41549,35.47266
Trufum,-91.551902,41.6881
Trufum,-89.77386,30.28037
Trufum,-93.947461,29.698627
Trufum,-93.455904,29.866443
Trufum,-81.64798,41.179348
Trufum,-81.430645,41.127154
Trufum,-93.954926,29.89789
Trufum,-85.21956,33.8841
Trufum,-77.388221,38.949339
Trufum,-77.234659,38.650837
Trufum,-77.3264,38.5486
Trufum,-77.960124,38.9878
Trufum,-77.009957,38.709461
Trufum,-77.237254,38.644786
Trufum,-77.5585,38.2811
Trufum,-77.3399,38.8383
Trufum,-89.885075,35.106011
Trufum,-77.801088,38.781973
Trufum,-89.985269,35.147997
Trufum,-89.784828,35.15398
Trufum,-80.36699,34.98845
Trufum,-80.607,34.24655
Trufum,-98.1924,42.7212
Trufum,-98.061725,42.749351
Trufum,-78.11031,38.242886
Trufum,-90.78093,39.16675
Trufum,-90.57831,34.19338
Trufum,-90.8595,34.02321
Trufum,-73.109336,43.790811
Trufum,-84.373537,33.730953
Trufum,-84.18662,33.9837
Trufum,-84.41323,33.57261
Trufum,-76.45578,37.2708
Trufum,-82.354288,28.631183
Trufum,-86.54582,34.616596
Trufum,-83.198907,38.067317
Trufum,-83.6167,38.7833
Trufum,-80.57949,35.40874
Trufum,-85.25186,35.01427
Trufum,-85.08436,35.44697
Trufum,-85.011702,35.254223
Trufum,-85.920865,35.205018
Trufum,-85.097373,35.383981
Trufum,-85.920515,35.201474
Trufum,-85.92049,35.204468
Trufum,-85.24248,35.15806
Trufum,-85.157814,35.263687
Trufum,-85.66036,35.190632
Trufum,-72.447586,43.182193
Trufum,-84.15,39.05
Trufum,-77.205868,34.692921
Trufum,-81.23008,34.99809
Trufum,-88.207275,34.218067
Trufum,-86.790353,33.466003
Trufum,-83.639534,34.432587
Trufum,-76.76846,38.927498
Trufum,-101.073359,33.48072
Trufum,-77.04238,38.50835
Trufum,-76.8499,38.6167
Trufum,-83.008766,39.120716
Trufum,-82.02169,34.87444
Trufum,-77.15408,35.30846
Trufum,-75.06361,39.7806
Trufum,-89.1055,30.617887
Trufum,-82.666667,43
Trufum,-81.516428,41.010857
Trufum,-89.5138,35.2088
Trufum,-86.2503,40.0003
Trufum,-86.22056,40.135
Trufum,-86.46856,40.05389
Trufum,-80.896326,34.161955
Trufum,-86.10989,35.18657
Trufum,-84.97025,34.76978
Trufum,-89.029536,33.222989
Trufum,-95.04624,31.19408
Trufum,-95.89192,31.581711
Trufum,-95.45385,31.317385
Trufum,-94.57535,32.50014
Trufum,-84.233818,33.544312
Trufum,-84.375233,33.78812
Trufum,-103.691667,39.263889
Trufum,-86.00667,34.0143
Trufum,-89.758888,33.404999
Trufum,-89.58995,33.055973
Trufum,-89.807236,33.779873
Trufum,-89.08234,33.55858
Trufum,-89.27465,33.54122
Trufum,-89.97589,33.76122
Trufum,-89.05193,33.367996
Trufum,-89.8104,33.778248
Trufum,-89.30537,34.6462
Trufum,-82.84889,31.51098
Trufum,-94.380185,30.578201
Trufum,-82.13484,31.18102
Trufum,-94.02363,30.813781
Trufum,-94.023834,30.813656
Trufum,-94.282715,30.313656
Trufum,-94.250308,30.148401
Trufum,-94.16697,30.095312
Trufum,-94.988,30.47898
Trufum,-94.17144,30.0726
Trufum,-82.093064,26.973583
Trufum,-82.14983,26.98492
Trufum,-82.36291,26.96585
Trufum,-84.30127,37.75281
Trufum,-84.11633,37.203974
Trufum,-84.477737,37.988682
Trufum,-84.57304,37.88068
Trufum,-84.08323,37.12899
Trufum,-84.57088,37.092968
Trufum,-84.29633,37.56868
Trufum,-84.57189,39.03401
Trufum,-77.06297,34.69156
Trufum,-102.615605,38.070263
Trufum,-102.122222,38.052222
Trufum,-96.854121,32.929112
Trufum,-96.861478,32.980509
Trufum,-96.041351,32.851535
Trufum,-96.674785,32.987263
Trufum,-96.13555,32.91042
Trufum,-91.183493,30.458198
Trufum,-91.083374,30.408615
Trufum,-91.167549,30.412989
Trufum,-91.15451,30.45079
Trufum,-91.13024,30.446918
Trufum,-91.79041,30.3133
Trufum,-91.99012,30.0996
Trufum,-91.111101,30.471065
Trufum,-91.68681,30.2777
Trufum,-91.89817,30.276068
Trufum,-78.61614,35.312256
Trufum,-93.958152,36.296833
Trufum,-93.988577,36.099882
Trufum,-93.91949,36.82045
Trufum,-76.80262,39.254902
Trufum,-79.088237,33.518356
Trufum,-79.82635,33.676067
Trufum,-79.0136,33.6742
Trufum,-79.556114,33.446382
Trufum,-79.00759,33.586754
Trufum,-79.04407,33.83161
Trufum,-79.073463,33.826313
Trufum,-79.1945,33.9911
Trufum,-79.840818,36.132505
Trufum,-95.50633,32.05266
Trufum,-83.7343,33.51792
Trufum,-83.2902,33.957935
Trufum,-84.471694,30.004267
Trufum,-84.92432,30.70769
Trufum,-84.333336,30.483334
Trufum,-84.716667,30.766666
Trufum,-84.315792,30.425387
Trufum,-84.243478,30.477181
Trufum,-84.282593,30.450524
Trufum,-84.320061,30.448943
Trufum,-84.32329,30.400436
Trufum,-84.26669,30.196404
Trufum,-96.11085,33.13842
Trufum,-80.197105,26.354513
Trufum,-80.0853,26.76046
Trufum,-80.10602,26.459543
Trufum,-80.072861,26.461451
Trufum,-83.58118,34.588726
Trufum,-80.2441,26.788439
Trufum,-80.05336,26.71534
Trufum,-80.2661,26.2722
Trufum,-76.5881,38.52336
Trufum,-95.51109,30.2122
Trufum,-93.731804,32.484497
Trufum,-81.60351,30.191666
Trufum,-77.48837,37.55653
Trufum,-81.20922,28.64974
Trufum,-92.42927,34.96884
Trufum,-70.95323,41.596355
Trufum,-85.01461,32.465508
Trufum,-82.46092,29.04915
Trufum,-83.144722,42.249443
Trufum,-83.35463,42.112016
Trufum,-83.949997,42.450001
Trufum,-83.833333,42.283333
Trufum,-83.616669,42.200001
Trufum,-83.816666,42.283333
Trufum,-83.41266,42.72479
Trufum,-83.65211,42.58994
Trufum,-77.12093,39.993409
Trufum,-77.225987,39.811565
Trufum,-77.192855,39.40267
Trufum,-77.141632,39.004217
Trufum,-77.282974,39.687989
Trufum,-77.591832,39.917485
Trufum,-77.352548,39.337683
Trufum,-77.7784,39.3411
Trufum,-77.619546,39.34594
Trufum,-77.281625,39.250629
Trufum,-83.67711,32.630795
Trufum,-84.82506,33.934
Trufum,-76.54154,37.42834
Trufum,-92.974078,41.369482
Trufum,-84.23818,33.96574
Trufum,-84.43309,33.565697
Trufum,-101.389303,47.36778
Trufum,-94.934845,29.219013
Trufum,-82.6046,28.1406
Trufum,-82.37542,28.567568
Trufum,-82.591892,28.884285
Trufum,-82.768818,28.044941
Trufum,-94.934405,29.218512
Trufum,-94.762077,29.536461
Trufum,-82.461517,28.151091
Trufum,-82.46804,28.14647
Trufum,-80.23056,38.17722
Trufum,-82.583327,28.612536
Trufum,-80.854721,35.17804
Trufum,-80.34188,38.837105
Trufum,-80.844154,38.28325
Trufum,-81.421295,28.307804
Trufum,-77.15047,34.77436
Trufum,-85.116811,35.174361
Trufum,-95.715065,39.05827
Trufum,-82.40988,35.60192
Trufum,-81.77231,34.00401
Trufum,-89.129047,34.541136
Trufum,-89.448875,34.834802
Trufum,-89.160446,34.304577
Trufum,-89.52524,34.36778
Trufum,-89.01297,34.49214
Trufum,-89.51928,34.36651
Trufum,-89.44806,34.77246
Trufum,-89.23567,34.25651
Trufum,-89.68928,34.96399
Trufum,-89.82949,34.96179
Trufum,-76.35778,39.43371
Trufum,-76.867355,39.273525
Trufum,-94.728903,38.923688
Trufum,-94.730697,38.92434
Trufum,-94.895411,38.879632
Trufum,-94.63354,38.99171
Trufum,-79.76666,36.48844
Trufum,-94.592628,38.96077
Trufum,-83.27818,33.96701
Trufum,-80.309746,25.774122
Trufum,-80.362337,25.664172
Trufum,-80.288258,25.72638
Trufum,-80.5031,25.5268
Trufum,-80.264374,25.752277
Trufum,-86.422806,35.03472
Trufum,-86.99331,35.46219
Trufum,-86.32967,35.77367
Trufum,-86.551164,35.843162
Trufum,-86.733966,35.705796
Trufum,-96.593699,33.72999
Trufum,-86.8875,35.91585
Trufum,-86.08584,35.51801
Trufum,-86.714203,35.775101
Trufum,-86.5706,35.15198
Trufum,-72.92,41.3389
Trufum,-97.4325,35.6982
Trufum,-77.288,37.22045
Trufum,-81.23152,28.98428
Trufum,-97.385895,37.283098
Trufum,-77.376755,35.80627
Trufum,-77.059703,43.032334
Trufum,-77.411884,43.257371
Trufum,-89.72266,35.48264
Trufum,-80.896467,34.161954
Trufum,-80.97401,34.21435
Trufum,-84.37415,34.04496
Trufum,-96.771831,44.315446
Trufum,-96.991163,44.326574
Trufum,-96.991346,44.326659
Trufum,-96.77647,44.269406
Trufum,-84.3058,33.9013
Trufum,-76.521912,37.127506
Trufum,-84.44327,33.788406
Trufum,-84.46606,33.64432
Trufum,-76.29915,37.37635
Trufum,-90.39549,38.43111
Trufum,-84.08711,35.60698
Trufum,-86.8436,34.1748
Trufum,-86.56196,30.762648
Trufum,-86.75991,34.064186
Trufum,-85.267623,40.928549
Trufum,-72.426353,43.501099
Trufum,-95.49003,29.74563
Trufum,-81.36605,27.29215
Trufum,-81.352386,27.938606
Trufum,-81.473701,27.474427
Trufum,-81.528536,27.837533
Trufum,-81.933685,27.968224
Trufum,-81.915,27.783358
Trufum,-81.48254,27.462893
Trufum,-81.535706,27.901215
Trufum,-77.39718,34.55267
Trufum,-82.629944,35.55524
Trufum,-81.0251,34.92484
Trufum,-82.03953,29.045935
Trufum,-78.45642,35.65076
Trufum,-78.638634,35.772049
Trufum,-78.78098,35.78762
Trufum,-78.74101,35.50733
Trufum,-76.37938,39.66901
Trufum,-76.52449,39.12993
Trufum,-104.426944,39.758889
Trufum,-104.8975,39.671389
Trufum,-104.860346,39.803953
Trufum,-86.995153,33.746513
Trufum,-77.4241,39.2329
Trufum,-90.64539,33.450905
Trufum,-90.486244,33.18296
Trufum,-79.39975,36.75454
Trufum,-90.32679,33.496086
Trufum,-90.34224,33.98745
Trufum,-83.6832,33.30483
Trufum,-103.595833,40.329167
Trufum,-87.49388,31.02378
Trufum,-93.77166,30.09471
Trufum,-93.225413,30.216625
Trufum,-93.258865,30.294233
Trufum,-93.99659,30.9202
Trufum,-93.73657,30.09301
Trufum,-83.970497,35.756481
Trufum,-93.217346,30.22661
Trufum,-87.07217,31.10518
Trufum,-93.27668,30.85206
Trufum,-81.938594,26.492496
Trufum,-81.931142,26.858456
Trufum,-81.689186,26.165299
Trufum,-81.439119,26.753725
Trufum,-81.909636,26.846433
Trufum,-81.82349,26.3635
Trufum,-82.27469,28.332815
Trufum,-85.988396,37.814255
Trufum,-85.46522,37.810535
